Date,Open,High,Low,Close,Volume,Open Interest
2010-01-14,983.75,986.0,967.5,968.5,1939.0,1355.0
2010-01-13,965.5,983.75,964.0,983.5,1939.0,1355.0
2010-01-12,999.5,1001.25,961.75,969.5,4953.0,2747.0
2010-01-11,1014.0,1022.0,997.5,1001.75,7286.0,4585.0
2010-01-08,1018.25,1018.25,1005.0,1013.0,7820.0,5889.0
2010-01-07,1050.5,1052.0,1016.5,1017.75,11750.0,7338.0
2010-01-06,1050.0,1058.5,1042.75,1050.5,17567.0,8179.0
2010-01-05,1047.0,1056.0,1042.0,1052.25,21073.0,10277.0
2010-01-04,1043.0,1065.5,1041.25,1049.5,25947.0,12149.0
2009-12-31,1035.0,1052.25,1032.75,1039.75,29084.0,14001.0
2009-12-30,1033.0,1043.75,1026.75,1036.25,47325.0,27176.0
2009-12-29,1028.75,1040.0,1020.25,1038.0,47325.0,27176.0
2009-12-28,1000.0,1034.0,996.75,1029.0,48111.0,36695.0
2009-12-24,1000.0,1009.0,997.0,999.5,29932.0,50231.0
2009-12-23,991.0,1001.75,990.0,1001.25,81698.0,80985.0
2009-12-22,1001.0,1010.0,984.5,991.0,81698.0,80985.0
2009-12-21,1012.5,1020.0,999.75,1001.0,60443.0,88201.0
2009-12-18,1024.0,1032.5,1008.25,1012.0,77888.0,98345.0
2009-12-17,1058.75,1063.25,1015.5,1022.0,107849.0,109716.0
2009-12-16,1054.5,1070.5,1051.5,1059.5,73656.0,129454.0
2009-12-15,1054.75,1068.5,1049.5,1055.0,89296.0,134200.0
2009-12-14,1032.75,1059.0,1023.5,1055.0,102437.0,139275.0
2009-12-11,1028.25,1041.25,1020.0,1035.0,96194.0,143687.0
2009-12-10,1028.5,1033.5,1019.0,1027.0,88961.0,161294.0
2009-12-09,1043.75,1051.5,1021.5,1028.5,120468.0,172452.0
2009-12-08,1053.25,1063.75,1042.5,1044.0,95941.0,188546.0
2009-12-07,1045.5,1061.5,1038.5,1053.0,91295.0,201652.0
2009-12-04,1044.25,1053.75,1031.0,1043.0,75753.0,211097.0
2009-12-03,1035.25,1050.75,1033.25,1047.0,83955.0,216024.0
2009-12-02,1057.75,1064.5,1032.25,1034.0,97073.0,221053.0
2009-12-01,1058.5,1078.5,1052.5,1059.5,88019.0,228770.0
2009-11-30,1054.25,1069.25,1050.5,1060.5,93909.0,229288.0
2009-11-27,1039.25,1056.75,1021.0,1053.0,52777.0,232301.0
2009-11-25,1046.0,1055.5,1034.0,1054.5,84039.0,233096.0
2009-11-24,1040.5,1049.25,1032.0,1046.0,76488.0,240808.0
2009-11-23,1048.0,1066.75,1038.0,1042.0,93858.0,242699.0
2009-11-20,1041.0,1050.0,1031.5,1046.0,76373.0,245570.0
2009-11-19,1027.0,1049.0,1016.0,1039.0,89096.0,246003.0
2009-11-18,1027.0,1049.0,1023.5,1027.0,99039.0,243220.0
2009-11-17,1007.0,1031.75,1003.0,1029.5,84389.0,243899.0
2009-11-16,1001.25,1011.75,991.5,1010.0,76950.0,236931.0
2009-11-13,989.0,1009.0,983.5,987.0,80992.0,233174.0
2009-11-12,971.5,996.5,961.5,990.0,100349.0,228104.0
2009-11-11,965.25,986.5,964.0,972.0,72988.0,229720.0
2009-11-10,972.0,975.0,952.5,968.0,100056.0,228996.0
2009-11-09,952.75,977.0,950.0,972.0,84025.0,227599.0
2009-11-06,970.25,985.0,955.0,955.0,86586.0,222963.0
2009-11-05,995.0,999.0,971.0,972.0,99488.0,221972.0
2009-11-04,1010.0,1022.5,995.25,999.0,92374.0,230166.0
2009-11-03,996.0,1021.0,987.0,1010.5,104746.0,231720.0
2009-11-02,967.0,1006.5,962.75,998.0,88653.0,221879.0
2009-10-30,987.0,989.75,968.0,976.5,84876.0,219621.0
2009-10-29,969.0,991.5,965.25,987.0,83796.0,217346.0
2009-10-28,976.5,981.75,962.0,970.5,63326.0,210851.0
2009-10-27,988.5,996.0,972.0,976.5,72464.0,206260.0
2009-10-26,1010.25,1021.25,983.0,988.75,59121.0,198086.0
2009-10-23,1006.5,1029.25,1002.5,1007.5,51360.0,190351.0
2009-10-22,1004.25,1011.0,995.75,1007.0,46515.0,181326.0
2009-10-21,984.0,1016.25,979.75,1009.75,54889.0,174797.0
2009-10-20,1000.0,1008.75,983.5,985.25,37478.0,163535.0
2009-10-19,982.0,1001.75,977.5,1000.5,32119.0,162242.0
2009-10-16,987.25,1000.5,979.5,982.0,29721.0,158850.0
2009-10-15,997.5,1002.5,975.0,987.75,43054.0,156290.0
