Date,Open,High,Low,Close,Volume,Open Interest
2012-09-14,1743.5,1760.25,1736.5,1736.5,303.0,248.0
2012-09-13,1738.0,1744.25,1731.0,1743.5,585.0,536.0
2012-09-12,1700.0,1744.0,1688.5,1740.75,722.0,536.0
2012-09-11,1713.0,1715.75,1695.0,1696.5,794.0,741.0
2012-09-10,1715.0,1732.0,1711.75,1713.0,814.0,1182.0
2012-09-07,1744.5,1747.5,1722.0,1731.75,545.0,1826.0
2012-09-06,1743.75,1752.0,1726.0,1744.5,1233.0,2173.0
2012-09-05,1768.5,1771.5,1744.25,1748.0,1482.0,2690.0
2012-09-04,1778.5,1794.75,1760.5,1771.0,1985.0,3271.0
2012-08-31,1766.5,1771.0,1753.0,1764.5,2772.0,4301.0
2012-08-30,1763.25,1780.75,1748.0,1770.25,11051.0,9951.0
2012-08-29,1736.0,1764.75,1728.25,1763.25,7861.0,9951.0
2012-08-28,1735.25,1742.0,1710.75,1732.5,8088.0,12114.0
2012-08-27,1748.25,1765.5,1724.0,1729.75,9954.0,16050.0
2012-08-24,1729.5,1749.25,1723.75,1737.5,15266.0,20234.0
2012-08-23,1750.5,1764.75,1720.0,1727.25,16663.0,33382.0
2012-08-22,1751.75,1755.5,1735.0,1748.0,11553.0,36187.0
2012-08-21,1703.75,1754.75,1702.5,1753.5,18253.0,36340.0
2012-08-20,1670.25,1705.5,1667.0,1703.75,13722.0,34594.0
2012-08-17,1653.75,1673.0,1649.5,1671.0,7619.0,35584.0
2012-08-16,1659.5,1672.75,1646.25,1656.25,11500.0,35646.0
2012-08-15,1623.0,1661.5,1623.0,1659.75,9525.0,35966.0
2012-08-14,1619.75,1635.0,1610.25,1623.5,12240.0,38500.0
2012-08-13,1662.0,1679.5,1620.0,1622.25,15974.0,37953.0
2012-08-10,1651.25,1699.75,1646.75,1673.25,18956.0,39141.0
2012-08-09,1599.5,1657.0,1595.25,1654.75,18169.0,38330.0
2012-08-08,1576.75,1602.0,1570.25,1600.0,15245.0,38561.0
2012-08-07,1592.5,1612.5,1574.0,1576.5,14078.0,39988.0
2012-08-06,1608.75,1612.75,1586.75,1592.5,21095.0,41641.0
2012-08-03,1624.5,1645.25,1609.25,1635.75,15998.0,42826.0
2012-08-02,1645.25,1656.0,1601.25,1623.5,19629.0,43667.0
2012-08-01,1657.0,1675.5,1602.25,1638.75,38876.0,42561.0
2012-07-31,1657.5,1682.5,1653.0,1656.75,17539.0,43341.0
2012-07-30,1645.25,1672.0,1642.0,1667.25,15570.0,45282.0
2012-07-27,1596.5,1636.75,1581.75,1627.75,18084.0,43744.0
2012-07-26,1639.0,1642.0,1587.75,1596.5,20704.0,43367.0
2012-07-25,1595.0,1647.5,1564.25,1640.5,17249.0,43753.0
2012-07-24,1647.25,1655.25,1577.75,1595.5,22492.0,43791.0
2012-07-23,1715.25,1720.0,1644.0,1647.75,20793.0,45542.0
2012-07-20,1690.25,1730.0,1685.0,1713.25,22993.0,45994.0
2012-07-19,1648.0,1707.75,1641.0,1691.25,23089.0,46419.0
2012-07-18,1613.0,1649.5,1600.0,1648.0,18188.0,44852.0
2012-07-17,1615.25,1625.0,1594.25,1612.75,21971.0,42266.0
